,Type,Name
1522,Background noise,INPE_20120113_194500_58.fit.gz
1523,Background noise,ALASKA_20120113_200000_59.fit.gz
1524,Background noise,ALASKA_20120113_201500_59.fit.gz
1525,Background noise,ALASKA_20120113_203000_59.fit.gz
1526,Background noise,ALASKA_20120113_204500_59.fit.gz
1527,Background noise,ALASKA_20120113_210000_59.fit.gz
1528,Background noise,ALASKA_20120113_211500_59.fit.gz
1529,Background noise,ALASKA_20120113_213000_59.fit.gz
1530,Background noise,ALASKA_20120113_214500_59.fit.gz
1531,Background noise,ALASKA_20120113_220000_59.fit.gz
1532,Background noise,ALASKA_20120113_221500_59.fit.gz
1533,Background noise,ALASKA_20120113_223000_59.fit.gz
1534,Background noise,ALASKA_20120113_224500_59.fit.gz
1535,Background noise,ALASKA_20120113_230000_59.fit.gz
1536,Background noise,ALASKA_20120113_231500_59.fit.gz
1537,Background noise,ALASKA_20120113_233000_59.fit.gz
1538,Background noise,ALASKA_20120113_234500_59.fit.gz
1539,Background noise,ALASKA_20120114_000000_59.fit.gz
1540,Background noise,ALASKA_20120114_001500_59.fit.gz
1541,Background noise,ALASKA_20120114_003000_59.fit.gz
1542,Background noise,ALASKA_20120114_004500_59.fit.gz
1543,Background noise,ALASKA_20120114_010000_59.fit.gz
1544,Type 3,ALMATY_20120114_014000_59.fit.gz
1545,Type 3,ALMATY_20120114_015500_59.fit.gz
1546,Background noise,MRTV_20120114_020000_59.fit.gz
1547,Type 3,ALMATY_20120114_021000_59.fit.gz
1548,Background noise,MRTV_20120114_021500_59.fit.gz
1549,Background noise,ALMATY_20120114_022500_59.fit.gz
1550,Background noise,OOTY_20120114_023000_59.fit.gz
1551,Background noise,ALMATY_20120114_024000_59.fit.gz
1552,Background noise,OOTY_20120114_024500_59.fit.gz
1553,Background noise,ALMATY_20120114_025500_59.fit.gz
1554,Background noise,SSRT_20120114_030000_59.fit.gz
1555,Background noise,ALMATY_20120114_031000_59.fit.gz
1556,Background noise,SSRT_20120114_031500_59.fit.gz
1557,Background noise,ALMATY_20120114_032500_59.fit.gz
1558,Background noise,MRTU_20120114_033008_59.fit.gz
1559,Background noise,ALMATY_20120114_034000_59.fit.gz
1560,Background noise,MRTU_20120114_034521_59.fit.gz
1561,Background noise,ALMATY_20120114_035500_59.fit.gz
1562,Background noise,MRTU_20120114_040021_59.fit.gz
1563,Background noise,ALMATY_20120114_041000_59.fit.gz
1564,Background noise,MRTU_20120114_041521_59.fit.gz
1565,Background noise,ALMATY_20120114_042500_59.fit.gz
1566,Background noise,MRTU_20120114_043021_59.fit.gz
1567,Background noise,ALMATY_20120114_044000_59.fit.gz
1568,Background noise,MRTU_20120114_044521_59.fit.gz
1569,Background noise,ALMATY_20120114_045500_59.fit.gz
1570,Background noise,MRTU_20120114_050021_59.fit.gz
1571,Type 2,KRIM_20120114_050827_00.fit.gz
1572,Background noise,MRTU_20120114_051521_59.fit.gz
1573,Background noise,ALMATY_20120114_052500_59.fit.gz
1574,Background noise,MRTU_20120114_053021_59.fit.gz
1575,Background noise,ALMATY_20120114_054000_59.fit.gz
1576,Background noise,MRTU_20120114_054521_59.fit.gz
1577,Clear,KRIM_20120114_055327_00.fit.gz
1578,Background noise,SWMC_20120114_060000_59.fit.gz
1579,Clear,KRIM_20120114_060827_00.fit.gz
1580,Background noise,SWMC_20120114_061500_59.fit.gz
1581,Background noise,ALMATY_20120114_062500_59.fit.gz
1582,Background noise,SWMC_20120114_063000_59.fit.gz
1583,Background noise,KRIM_20120114_063827_00.fit.gz
1584,Background noise,SWMC_20120114_064500_59.fit.gz
1585,Type 3,KRIM_20120114_065327_00.fit.gz
1586,Background noise,SWMC_20120114_070000_59.fit.gz
1587,Background noise,KRIM_20120114_070827_00.fit.gz
1588,Background noise,SWMC_20120114_071500_59.fit.gz
1589,Background noise,KRIM_20120114_072327_00.fit.gz
1590,Background noise,SWMC_20120114_073000_59.fit.gz
1591,Background noise,KRIM_20120114_073827_00.fit.gz
1592,Background noise,SWMC_20120114_074500_59.fit.gz
1593,Background noise,KRIM_20120114_075327_00.fit.gz
1594,Background noise,BLEN7M_20120114_080001_25.fit.gz
1595,Background noise,KRIM_20120114_080827_00.fit.gz
1596,Type 2,BLEN7M_20120114_081503_25.fit.gz
1597,Background noise,KRIM_20120114_082327_00.fit.gz
1598,Type 2,BLEN7M_20120114_083004_25.fit.gz
1599,Type 3,KRIM_20120114_083827_00.fit.gz
1600,Background noise,BLEN7M_20120114_084505_25.fit.gz
1601,Background noise,KRIM_20120114_085327_00.fit.gz
1602,Background noise,BLEN7M_20120114_090006_25.fit.gz
1603,Type 3,KRIM_20120114_090828_00.fit.gz
1604,Background noise,BLEN7M_20120114_091507_25.fit.gz
1605,Background noise,KRIM_20120114_092328_00.fit.gz
1606,Background noise,BLEN7M_20120114_093009_25.fit.gz
1607,Background noise,KRIM_20120114_093828_00.fit.gz
1608,Background noise,BLEN7M_20120114_094510_25.fit.gz
1609,Background noise,KRIM_20120114_095328_00.fit.gz
1610,Background noise,BLEN7M_20120114_100011_25.fit.gz
1611,Background noise,KRIM_20120114_100828_00.fit.gz
1612,Background noise,BLEN7M_20120114_101513_25.fit.gz
1613,Type 3,KRIM_20120114_102328_00.fit.gz
1614,Background noise,BLEN7M_20120114_103014_25.fit.gz
1615,Background noise,KRIM_20120114_103828_00.fit.gz
1616,Background noise,BLEN7M_20120114_104515_25.fit.gz
1617,Background noise,KRIM_20120114_105328_00.fit.gz
1618,Background noise,BLEN7M_20120114_110016_25.fit.gz
1619,Background noise,KRIM_20120114_110828_00.fit.gz
1620,Background noise,BLEN7M_20120114_111517_25.fit.gz
1621,Background noise,KRIM_20120114_112328_00.fit.gz
1622,Background noise,MRTU_20120114_113000_59.fit.gz
1623,Background noise,KRIM_20120114_113828_00.fit.gz
1624,Background noise,OSRA_20120114_114500_59.fit.gz
1625,Background noise,BLEN7M_20120114_120001_25.fit.gz
1626,Background noise,BLEN7M_20120114_121503_25.fit.gz
1627,Background noise,BLEN7M_20120114_123004_25.fit.gz
1628,Type 3,BLEN7M_20120114_124505_25.fit.gz
1629,Background noise,BLEN7M_20120114_130006_25.fit.gz
1630,Type 3,BLEN7M_20120114_131507_25.fit.gz
1631,Background noise,BLEN7M_20120114_133009_25.fit.gz
1632,Background noise,BLEN7M_20120114_134510_25.fit.gz
1633,Background noise,BLEN7M_20120114_140011_25.fit.gz
1634,Background noise,BLEN7M_20120114_141512_25.fit.gz
1635,Background noise,BLEN7M_20120114_143014_25.fit.gz
1636,Background noise,BLEN7M_20120114_144515_25.fit.gz
1637,Type 2,BLEN7M_20120114_150016_25.fit.gz
1638,Background noise,BLEN7M_20120114_151517_25.fit.gz
1639,Background noise,DARO_20120114_153002_59.fit.gz
1640,Background noise,INPE_20120114_154500_58.fit.gz
1641,Background noise,INPE_20120114_160000_58.fit.gz
1642,Background noise,INPE_20120114_161500_58.fit.gz
1643,Background noise,INPE_20120114_163000_58.fit.gz
1644,Background noise,INPE_20120114_164500_58.fit.gz
1645,Background noise,INPE_20120114_170000_58.fit.gz
1646,Background noise,INPE_20120114_171500_58.fit.gz
1647,Background noise,INPE_20120114_173000_58.fit.gz
1648,Background noise,INPE_20120114_174500_58.fit.gz
1649,Background noise,INPE_20120114_180000_58.fit.gz
1650,Background noise,INPE_20120114_181500_58.fit.gz
1651,Background noise,INPE_20120114_183000_58.fit.gz
1652,Background noise,INPE_20120114_184500_58.fit.gz
1653,Background noise,MRTV_20120114_190000_59.fit.gz
1654,Background noise,INPE_20120114_191500_58.fit.gz
1655,Background noise,INPE_20120114_193000_58.fit.gz
1656,Background noise,INPE_20120114_194500_58.fit.gz
1657,Background noise,BIR_20120114_200000_02.fit.gz
1658,Background noise,ALASKA_20120114_201500_59.fit.gz
1659,Background noise,BIR_20120114_203000_02.fit.gz
1660,Background noise,BIR_20120114_204500_02.fit.gz
1661,Background noise,ALASKA_20120114_210000_59.fit.gz
1662,Background noise,ALASKA_20120114_211500_59.fit.gz
1663,Background noise,BIR_20120114_213000_02.fit.gz
1664,Background noise,BIR_20120114_214500_02.fit.gz
1665,Background noise,BIR_20120114_220000_02.fit.gz
1666,Background noise,ALASKA_20120114_221500_59.fit.gz
1667,Background noise,ALASKA_20120114_223000_59.fit.gz
1668,Background noise,ALASKA_20120114_224500_59.fit.gz
1669,Background noise,ALASKA_20120114_230000_59.fit.gz
1670,Background noise,ALASKA_20120114_231500_59.fit.gz
1671,Background noise,ALASKA_20120114_233000_59.fit.gz
1672,Background noise,ALASKA_20120114_234500_59.fit.gz
1673,Background noise,ALASKA_20120115_000000_59.fit.gz
1674,Background noise,ALASKA_20120115_001500_59.fit.gz
1675,Background noise,ALASKA_20120115_003000_59.fit.gz
1676,Background noise,ALASKA_20120115_004500_59.fit.gz
1677,Background noise,ALASKA_20120115_010000_59.fit.gz
1678,Clear,RCAG_20120115_011500_59.fit.gz
1679,Clear,RCAG_20120115_013000_59.fit.gz
1680,Clear,ALMATY_20120115_014000_59.fit.gz
1681,Clear,ALMATY_20120115_015500_59.fit.gz
1682,Background noise,SSRT_20120115_020000_59.fit.gz
1683,Clear,ALMATY_20120115_021000_59.fit.gz
1684,Background noise,MRTV_20120115_021500_59.fit.gz
1685,Clear,ALMATY_20120115_022500_59.fit.gz
1686,Background noise,OOTY_20120115_023000_59.fit.gz
1687,Clear,ALMATY_20120115_024000_59.fit.gz
1688,Background noise,SSRT_20120115_024500_59.fit.gz
1689,Clear,ALMATY_20120115_025500_59.fit.gz
1690,Background noise,OOTY_20120115_030000_59.fit.gz
1691,Background noise,ALMATY_20120115_031000_59.fit.gz
1692,Background noise,OOTY_20120115_031500_59.fit.gz
1693,Background noise,ALMATY_20120115_032500_59.fit.gz
1694,Background noise,OOTY_20120115_033000_59.fit.gz
1695,Background noise,ALMATY_20120115_034000_59.fit.gz
1696,Background noise,MRTU_20120115_034501_59.fit.gz
1697,Background noise,ALMATY_20120115_035500_59.fit.gz
1698,Background noise,MRTU_20120115_040001_59.fit.gz
1699,Background noise,ALMATY_20120115_041000_59.fit.gz
1700,Background noise,MRTU_20120115_041501_59.fit.gz
1701,Background noise,ALMATY_20120115_042500_59.fit.gz
1702,Background noise,MRTU_20120115_043001_59.fit.gz
1703,Background noise,ALMATY_20120115_044000_59.fit.gz
1704,Background noise,MRTU_20120115_044501_59.fit.gz
1705,Clear,ALMATY_20120115_045500_59.fit.gz
1706,Background noise,MRTU_20120115_050001_59.fit.gz
1707,Clear,ALMATY_20120115_051000_59.fit.gz
1708,Background noise,MRTU_20120115_051501_59.fit.gz
1709,Clear,ALMATY_20120115_052500_59.fit.gz
1710,Clear,MRTU_20120115_053001_59.fit.gz
1711,Clear,ALMATY_20120115_054000_59.fit.gz
1712,Background noise,MRTU_20120115_054501_59.fit.gz
1713,Clear,ALMATY_20120115_055500_59.fit.gz
1714,Background noise,SWMC_20120115_060000_59.fit.gz
1715,Type 3,KRIM_20120115_060849_00.fit.gz
1716,Background noise,SWMC_20120115_061500_59.fit.gz
1717,Type 3,KRIM_20120115_062349_00.fit.gz
1718,Background noise,SWMC_20120115_063000_59.fit.gz
1719,Background noise,KRIM_20120115_063849_00.fit.gz
1720,Background noise,SWMC_20120115_064500_59.fit.gz
1721,Type 3,KRIM_20120115_065349_00.fit.gz
1722,Background noise,SWMC_20120115_070000_59.fit.gz
1723,Background noise,MRO_20120115_071000_60.fit.gz
1724,Background noise,SWMC_20120115_071500_59.fit.gz
1725,Background noise,KRIM_20120115_072349_00.fit.gz
1726,Background noise,SWMC_20120115_073000_59.fit.gz
1727,Clear,KRIM_20120115_073849_00.fit.gz
1728,Background noise,SWMC_20120115_074500_59.fit.gz
1729,Clear,KRIM_20120115_075349_00.fit.gz
1730,Background noise,SWMC_20120115_080000_59.fit.gz
1731,Background noise,KRIM_20120115_080849_00.fit.gz
1732,Background noise,DARO_20120115_081501_59.fit.gz
1733,Background noise,KRIM_20120115_082350_00.fit.gz
1734,Background noise,DARO_20120115_083001_59.fit.gz
1735,Type 3,KRIM_20120115_083850_00.fit.gz
1736,Background noise,DARO_20120115_084501_59.fit.gz
1737,Background noise,KRIM_20120115_085349_00.fit.gz
1738,Background noise,MRTU_20120115_090001_59.fit.gz
1739,Type 3,KRIM_20120115_090850_00.fit.gz
1740,Background noise,MRTU_20120115_091501_59.fit.gz
1741,Background noise,KRIM_20120115_092350_00.fit.gz
1742,Background noise,MRTU_20120115_093001_59.fit.gz
1743,Type 3,KRIM_20120115_093850_00.fit.gz
1744,Background noise,MRTU_20120115_094501_59.fit.gz
1745,Background noise,KRIM_20120115_095350_00.fit.gz
1746,Background noise,DARO_20120115_100001_59.fit.gz
1747,Background noise,KRIM_20120115_100850_00.fit.gz
1748,Background noise,DARO_20120115_101502_59.fit.gz
1749,Background noise,KRIM_20120115_102350_00.fit.gz
1750,Background noise,DARO_20120115_103002_59.fit.gz
1751,Background noise,KRIM_20120115_103850_00.fit.gz
1752,Background noise,DARO_20120115_104502_59.fit.gz
1753,Background noise,KRIM_20120115_105350_00.fit.gz
1754,Background noise,DARO_20120115_110002_59.fit.gz
1755,Background noise,KRIM_20120115_110850_00.fit.gz
1756,Background noise,DARO_20120115_111502_59.fit.gz
1757,Background noise,KRIM_20120115_112350_00.fit.gz
1758,Background noise,OSRA_20120115_113000_59.fit.gz
1759,Background noise,KRIM_20120115_113850_00.fit.gz
1760,Background noise,OSRA_20120115_114500_59.fit.gz
1761,Background noise,OSRA_20120115_120000_59.fit.gz
1762,Background noise,DARO_20120115_121501_59.fit.gz
1763,Background noise,DARO_20120115_123001_59.fit.gz
1764,Background noise,DARO_20120115_124502_59.fit.gz
1765,Background noise,DARO_20120115_130002_59.fit.gz
1766,Background noise,DARO_20120115_131504_59.fit.gz
1767,Background noise,DARO_20120115_133005_59.fit.gz
1768,Background noise,DARO_20120115_134505_59.fit.gz
1769,Background noise,DARO_20120115_140005_59.fit.gz
1770,Background noise,DARO_20120115_141505_59.fit.gz
1771,Background noise,DARO_20120115_143006_59.fit.gz
1772,Background noise,DARO_20120115_144506_59.fit.gz
1773,Background noise,DARO_20120115_150006_59.fit.gz
1774,Background noise,DARO_20120115_151506_59.fit.gz
1775,Background noise,DARO_20120115_153006_59.fit.gz
1776,Background noise,INPE_20120115_154500_58.fit.gz
1777,Background noise,INPE_20120115_160000_58.fit.gz
1778,Background noise,INPE_20120115_161500_58.fit.gz
1779,Background noise,INPE_20120115_163000_58.fit.gz
1780,Background noise,INPE_20120115_164500_58.fit.gz
1781,Background noise,INPE_20120115_170000_58.fit.gz
1782,Background noise,INPE_20120115_171500_58.fit.gz
1783,Background noise,INPE_20120115_173000_58.fit.gz
1784,Background noise,INPE_20120115_174500_58.fit.gz
1785,Background noise,INPE_20120115_180000_58.fit.gz
1786,Background noise,INPE_20120115_181500_58.fit.gz
1787,Background noise,INPE_20120115_183000_58.fit.gz
1788,Background noise,INPE_20120115_184500_58.fit.gz
1789,Background noise,INPE_20120115_190000_58.fit.gz
1790,Background noise,INPE_20120115_191500_58.fit.gz
1791,Background noise,INPE_20120115_193000_58.fit.gz
1792,Background noise,INPE_20120115_194500_58.fit.gz
1793,Background noise,ALASKA_20120115_200000_59.fit.gz
1794,Background noise,ALASKA_20120115_201500_59.fit.gz
1795,Background noise,ALASKA_20120115_203000_59.fit.gz
1796,Background noise,ALASKA_20120115_204500_59.fit.gz
1797,Background noise,ALASKA_20120115_210000_59.fit.gz
1798,Background noise,ALASKA_20120115_211500_59.fit.gz
1799,Background noise,ALASKA_20120115_213000_59.fit.gz
1800,Background noise,ALASKA_20120115_214500_59.fit.gz
1801,Background noise,ALASKA_20120115_220000_59.fit.gz
1802,Background noise,ALASKA_20120115_221500_59.fit.gz
1803,Background noise,ALASKA_20120115_223000_59.fit.gz
1804,Background noise,ALASKA_20120115_224500_59.fit.gz
1805,Background noise,ALASKA_20120115_230000_59.fit.gz
1806,Background noise,ALASKA_20120115_231500_59.fit.gz
1807,Background noise,ALASKA_20120115_233000_59.fit.gz
1808,Background noise,ALASKA_20120115_234500_59.fit.gz
1809,Background noise,ALASKA_20120116_000000_59.fit.gz
1810,Background noise,KASI_20120116_001500_59.fit.gz
1811,Clear,RCAG_20120116_003000_59.fit.gz
1812,Clear,RCAG_20120116_004500_59.fit.gz
1813,Background noise,ALASKA_20120116_010000_59.fit.gz
1814,Background noise,ALMATY_20120116_014000_59.fit.gz
1815,Background noise,ALMATY_20120116_015500_59.fit.gz
1816,Clear,ALMATY_20120116_021000_59.fit.gz
1817,Background noise,ALMATY_20120116_022500_59.fit.gz
1818,Background noise,RCAG_20120116_023002_59.fit.gz
1819,Background noise,ALMATY_20120116_024000_59.fit.gz
1820,Background noise,RCAG_20120116_024502_59.fit.gz
1821,Background noise,ALMATY_20120116_025500_59.fit.gz
1822,Clear,RCAG_20120116_030002_59.fit.gz
1823,Background noise,ALMATY_20120116_031000_59.fit.gz
1824,Clear,RCAG_20120116_031502_59.fit.gz
1825,Clear,ALMATY_20120116_032500_59.fit.gz
1826,Clear,RCAG_20120116_033002_59.fit.gz
1827,Background noise,ALMATY_20120116_034000_59.fit.gz
1828,Background noise,RCAG_20120116_034502_59.fit.gz
1829,Background noise,ALMATY_20120116_035500_59.fit.gz
1830,Background noise,RCAG_20120116_040002_59.fit.gz
1831,Background noise,RCAG_20120116_041502_59.fit.gz
1832,Background noise,RCAG_20120116_043002_59.fit.gz
1833,Background noise,ALMATY_20120116_044000_59.fit.gz
1834,Background noise,SSRT_20120116_044500_59.fit.gz
1835,Background noise,SWMC_20120116_050000_59.fit.gz
1836,Type 2,KRIM_20120116_050911_00.fit.gz
1837,Background noise,SWMC_20120116_051500_59.fit.gz
1838,Type 2,KRIM_20120116_052411_00.fit.gz
1839,Background noise,SWMC_20120116_053000_59.fit.gz
1840,Clear,ALMATY_20120116_054000_59.fit.gz
1841,Background noise,SWMC_20120116_054500_59.fit.gz
1842,Clear,KRIM_20120116_055411_00.fit.gz
1843,Background noise,SWMC_20120116_060000_59.fit.gz
1844,Background noise,ALMATY_20120116_061000_59.fit.gz
1845,Background noise,SWMC_20120116_061500_59.fit.gz
1846,Clear,ALMATY_20120116_062500_59.fit.gz
1847,Background noise,SWMC_20120116_063000_59.fit.gz
1848,Background noise,KRIM_20120116_063911_00.fit.gz
1849,Background noise,SWMC_20120116_064500_59.fit.gz
1850,Type 3,KRIM_20120116_065412_00.fit.gz
1851,Background noise,SWMC_20120116_070000_59.fit.gz
1852,Background noise,KRIM_20120116_070911_00.fit.gz
1853,Background noise,SWMC_20120116_071500_59.fit.gz
1854,Background noise,KRIM_20120116_072412_00.fit.gz
1855,Background noise,SWMC_20120116_073000_59.fit.gz
1856,Background noise,KRIM_20120116_073911_00.fit.gz
1857,Background noise,SWMC_20120116_074500_59.fit.gz
1858,Background noise,KRIM_20120116_075411_00.fit.gz
1859,Background noise,BLEN7M_20120116_080001_25.fit.gz
1860,Background noise,KRIM_20120116_080912_00.fit.gz
1861,Type 2,BLEN7M_20120116_081503_24.fit.gz
1862,Background noise,KRIM_20120116_082412_00.fit.gz
1863,Type 2,BLEN7M_20120116_083004_25.fit.gz
1864,Clear,KRIM_20120116_083912_00.fit.gz
1865,Background noise,BLEN7M_20120116_084505_25.fit.gz
1866,Clear,KRIM_20120116_085412_00.fit.gz
1867,Background noise,BLEN7M_20120116_090006_25.fit.gz
1868,Background noise,KRIM_20120116_090912_00.fit.gz
1869,Background noise,BLEN7M_20120116_091507_25.fit.gz
1870,Background noise,KRIM_20120116_092412_00.fit.gz
1871,Background noise,BLEN7M_20120116_093009_25.fit.gz
1872,Background noise,KRIM_20120116_093912_00.fit.gz
1873,Background noise,OSRA_20120116_094601_59.fit.gz
1874,Clear,KRIM_20120116_095412_00.fit.gz
1875,Background noise,BLEN7M_20120116_100011_25.fit.gz
1876,Type 2,KRIM_20120116_100912_00.fit.gz
1877,Background noise,OSRA_20120116_101601_59.fit.gz
1878,Background noise,KRIM_20120116_102412_00.fit.gz
1879,Background noise,OSRA_20120116_103101_59.fit.gz
1880,Clear,KRIM_20120116_103912_00.fit.gz
1881,Background noise,OSRA_20120116_104601_59.fit.gz
1882,Background noise,KRIM_20120116_105412_00.fit.gz
1883,Background noise,BLEN7M_20120116_110016_25.fit.gz
1884,Background noise,KRIM_20120116_110912_00.fit.gz
1885,Background noise,BLEN7M_20120116_111517_25.fit.gz
1886,Background noise,KRIM_20120116_112412_00.fit.gz
1887,Background noise,INPE_20120116_113000_58.fit.gz
1888,Background noise,KRIM_20120116_113912_00.fit.gz
1889,Background noise,INPE_20120116_114500_58.fit.gz
1890,Background noise,BLEN7M_20120116_120001_25.fit.gz
1891,Background noise,BLEN7M_20120116_121502_25.fit.gz
1892,Background noise,BLEN7M_20120116_123004_25.fit.gz
1893,Background noise,BLEN7M_20120116_124505_25.fit.gz
1894,Background noise,BLEN7M_20120116_130006_25.fit.gz
1895,Background noise,BLEN7M_20120116_131508_25.fit.gz
1896,Background noise,BLEN7M_20120116_133009_25.fit.gz
1897,Background noise,BLEN7M_20120116_134510_25.fit.gz
1898,Background noise,HURBANOVO_20120116_134810_59.fit.gz
1899,Background noise,BLEN7M_20120116_140011_25.fit.gz
1900,Background noise,BLEN7M_20120116_141512_25.fit.gz
1901,Background noise,BLEN7M_20120116_143014_25.fit.gz
1902,Background noise,BLEN7M_20120116_144515_25.fit.gz
1903,Background noise,BLEN7M_20120116_150016_25.fit.gz
1904,Type 2,BLEN7M_20120116_151517_25.fit.gz
1905,Background noise,DARO_20120116_153002_59.fit.gz
1906,Background noise,DARO_20120116_154503_59.fit.gz
1907,Background noise,INPE_20120116_160000_58.fit.gz
1908,Background noise,INPE_20120116_161500_58.fit.gz
1909,Background noise,INPE_20120116_163000_58.fit.gz
1910,Background noise,INPE_20120116_164500_58.fit.gz
1911,Background noise,INPE_20120116_170000_58.fit.gz
1912,Background noise,INPE_20120116_171500_58.fit.gz
1913,Background noise,INPE_20120116_173000_58.fit.gz
1914,Background noise,INPE_20120116_174500_58.fit.gz
1915,Background noise,INPE_20120116_180000_58.fit.gz
1916,Background noise,INPE_20120116_181500_58.fit.gz
1917,Background noise,INPE_20120116_183000_58.fit.gz
1918,Background noise,INPE_20120116_184500_58.fit.gz
1919,Background noise,INPE_20120116_190000_58.fit.gz
1920,Background noise,INPE_20120116_191500_58.fit.gz
1921,Background noise,INPE_20120116_193000_58.fit.gz
1922,Background noise,INPE_20120116_194500_58.fit.gz
1923,Background noise,ALASKA_20120116_200000_59.fit.gz
1924,Background noise,ALASKA_20120116_201500_59.fit.gz
1925,Background noise,ALASKA_20120116_203000_59.fit.gz
1926,Background noise,ALASKA_20120116_204500_59.fit.gz
1927,Background noise,ALASKA_20120116_210000_59.fit.gz
1928,Background noise,ALASKA_20120116_211500_59.fit.gz
1929,Background noise,ALASKA_20120116_213000_59.fit.gz
1930,Background noise,ALASKA_20120116_214500_59.fit.gz
1931,Background noise,ALASKA_20120116_220000_59.fit.gz
1932,Background noise,ALASKA_20120116_221500_59.fit.gz
1933,Background noise,ALASKA_20120116_223000_59.fit.gz
1934,Background noise,ALASKA_20120116_224500_59.fit.gz
1935,Background noise,ALASKA_20120117_004500_59.fit.gz
1936,Background noise,ALASKA_20120117_010000_59.fit.gz
1937,Clear,ALMATY_20120117_014000_59.fit.gz
1938,Clear,ALMATY_20120117_015500_59.fit.gz
1939,Clear,ALMATY_20120117_021000_59.fit.gz
1940,Background noise,ALMATY_20120117_022500_59.fit.gz
1941,Background noise,OOTY_20120117_023000_59.fit.gz
1942,Background noise,ALMATY_20120117_024000_59.fit.gz
1943,Background noise,OOTY_20120117_024500_59.fit.gz
1944,Background noise,ALMATY_20120117_025500_59.fit.gz
1945,Background noise,SSRT_20120117_030000_59.fit.gz
1946,Background noise,ALMATY_20120117_031000_59.fit.gz
1947,Background noise,OOTY_20120117_031500_59.fit.gz
1948,Background noise,ALMATY_20120117_032500_59.fit.gz
1949,Background noise,SSRT_20120117_033000_59.fit.gz
1950,Background noise,ALMATY_20120117_034000_59.fit.gz
1951,Background noise,OOTY_20120117_034500_59.fit.gz
1952,Background noise,ALMATY_20120117_035500_59.fit.gz
1953,Background noise,OOTY_20120117_040000_59.fit.gz
1954,Background noise,ALMATY_20120117_041000_59.fit.gz
1955,Background noise,OOTY_20120117_041500_58.fit.gz
1956,Background noise,ALMATY_20120117_042500_59.fit.gz
1957,Background noise,OOTY_20120117_043000_58.fit.gz
1958,Background noise,ALMATY_20120117_044000_59.fit.gz
1959,Background noise,SSRT_20120117_044500_59.fit.gz
1960,Background noise,ALMATY_20120117_045500_59.fit.gz
1961,Background noise,SWMC_20120117_050000_59.fit.gz
1962,Background noise,ALMATY_20120117_051000_59.fit.gz
1963,Background noise,SWMC_20120117_051500_59.fit.gz
1964,Clear,ALMATY_20120117_052500_59.fit.gz
1965,Background noise,SWMC_20120117_053000_59.fit.gz
1966,Clear,ALMATY_20120117_054000_59.fit.gz
1967,Background noise,SSRT_20120117_054500_59.fit.gz
1968,Clear,ALMATY_20120117_055500_59.fit.gz
1969,Background noise,SSRT_20120117_060000_59.fit.gz
1970,Clear,KRIM_20120117_060933_00.fit.gz
1971,Background noise,SSRT_20120117_061500_59.fit.gz
1972,Background noise,ALMATY_20120117_062500_59.fit.gz
1973,Background noise,SWMC_20120117_063000_59.fit.gz
1974,Clear,KRIM_20120117_063933_00.fit.gz
1975,Background noise,SWMC_20120117_064500_59.fit.gz
1976,Background noise,KRIM_20120117_065433_00.fit.gz
1977,Background noise,SWMC_20120117_070000_59.fit.gz
1978,Type 3,KRIM_20120117_070933_00.fit.gz
1979,Background noise,SWMC_20120117_071500_59.fit.gz
1980,Background noise,KRIM_20120117_072433_00.fit.gz
1981,Background noise,SWMC_20120117_073000_59.fit.gz
1982,Background noise,KRIM_20120117_073933_00.fit.gz
1983,Background noise,SWMC_20120117_074500_59.fit.gz
1984,Clear,KRIM_20120117_075434_00.fit.gz
1985,Background noise,BLEN7M_20120117_080001_25.fit.gz
1986,Clear,KRIM_20120117_080933_00.fit.gz
1987,Type 2,BLEN7M_20120117_081503_25.fit.gz
1988,Clear,KRIM_20120117_082434_00.fit.gz
1989,Type 2,BLEN7M_20120117_083004_25.fit.gz
1990,Background noise,KRIM_20120117_083933_00.fit.gz
1991,Background noise,BLEN7M_20120117_084505_25.fit.gz
1992,Background noise,KRIM_20120117_085434_00.fit.gz
1993,Background noise,BLEN7M_20120117_090006_25.fit.gz
1994,Clear,KRIM_20120117_090934_00.fit.gz
1995,Background noise,BLEN7M_20120117_091508_25.fit.gz
1996,Background noise,KRIM_20120117_092434_00.fit.gz
1997,Background noise,BLEN7M_20120117_093009_25.fit.gz
1998,Clear,KRIM_20120117_093934_00.fit.gz
1999,Background noise,BLEN7M_20120117_094510_25.fit.gz
2000,Clear,KRIM_20120117_095434_00.fit.gz
2001,Background noise,BLEN7M_20120117_100011_25.fit.gz
2002,Background noise,KRIM_20120117_100934_00.fit.gz
2003,Background noise,BLEN7M_20120117_101513_25.fit.gz
2004,Background noise,KRIM_20120117_102434_00.fit.gz
2005,Background noise,BLEN7M_20120117_103014_25.fit.gz
2006,Background noise,KRIM_20120117_103934_00.fit.gz
2007,Background noise,BLEN7M_20120117_104515_25.fit.gz
2008,Clear,KRIM_20120117_105434_00.fit.gz
2009,Background noise,BLEN7M_20120117_110016_25.fit.gz
2010,Background noise,KRIM_20120117_110934_00.fit.gz
2011,Background noise,BLEN7M_20120117_111518_24.fit.gz
2012,Background noise,KRIM_20120117_112434_00.fit.gz
2013,Background noise,HURBANOVO_20120117_113000_59.fit.gz
2014,Background noise,KRIM_20120117_113934_00.fit.gz
2015,Background noise,HURBANOVO_20120117_114500_59.fit.gz
